57390	138	1209117	456226	39	0	0	0	-1	43953	53086449042	9
5885	89	339942	91922	50	0	1	0	-1	4363	53086193136	10
32309	214	1209118	214956	7	0	0	0	-1	12812	53085854063	8
538	16	1209119	168144	51	0	1	0	-1	32354	53084130452	21
3298	-1	1209120	46061	49	1	0	0	986	32479	53085530989	10
4471	120	1209121	4099	-1	0	1	0	-1	6164	53084232132	20
12436	109	96639	26058	-1	0	0	0	-1	794	53086048818	10
786	254	1209122	5634	52	0	0	0	-1	4666	53086213277	10
3893	115	309730	4026	42	0	1	0	-1	6918	53086266560	4
57391	252	156807	13257	53	0	0	0	-1	43954	53085683310	9
38728	104	984880	59977	54	0	0	0	-1	21095	53086341571	9
47654	-1	42316	1511	33	1	1	0	2376	16484	53086343209	6
7024	68	1209123	57727	33	0	1	0	1947	43955	53085507605	21
53006	113	536861	277942	55	0	0	0	25	34626	53086102738	9
6422	243	1209124	68382	56	0	0	0	-1	30431	53086381058	20
48034	70	204373	456227	57	0	0	0	-1	17745	53086375221	9
3902	159	113715	23386	33	0	0	0	-1	465	53084330627	12
33723	106	1209125	456228	48	0	0	0	-1	20225	53085078980	10
57392	62	1209126	5279	58	0	1	0	-1	37608	53085157706	21
7878	167	286406	39543	59	0	0	0	-1	38121	53084349382	3
41801	99	253393	134396	60	0	0	0	-1	43956	53086199899	10
14575	102	1209127	157421	61	0	0	0	6977	12306	53086336433	10
6193	21	380271	159138	62	0	1	0	1085	16235	53086434265	9
2808	35	1209128	12478	63	0	0	0	1219	365	53086443225	9
8161	51	225233	8390	64	0	1	0	-1	8286	53086357798	9
4475	1	876313	9922	65	0	1	0	88	6766	53086350963	7
46666	24	27202	44427	66	0	0	0	-1	12905	53086437135	10
57393	-1	1209129	25529	-1	1	0	0	-1	31130	53077964861	10
19680	18	1209130	157447	10	0	1	0	25	43957	53086039170	11
13100	-1	1209131	21663	67	1	1	0	11895	15995	53086192701	11
32254	231	101821	63944	68	0	0	0	-1	30803	53086368443	7
44822	281	174386	2222	6	0	0	0	5403	5556	53086294114	10
57394	28	1209132	33040	15	0	1	0	82	43958	53085472784	9
34670	6	1209133	223047	7	0	0	0	-1	34302	53086195312	9
32322	89	147859	8171	33	0	1	0	14943	41659	53085735562	9
3849	165	196109	28485	11	0	0	0	-1	35461	53086209969	7
10113	144	1209134	166541	0	0	1	0	3173	40369	53086344137	10
9138	242	93680	11061	69	0	0	0	-1	22171	53086372249	4
46496	-1	1209135	18453	70	1	0	0	-1	12265	53086326271	21
18091	6	1209136	23906	41	0	0	0	1954	2031	53086300944	10
23496	75	13941	77103	39	0	1	0	-1	20715	53086431651	9
5023	-1	1209137	31400	71	1	0	0	4961	2067	53086423223	9
20213	167	1209090	65069	7	0	1	0	-1	43959	53086464402	10
57395	128	223408	81805	72	0	0	0	699	43960	53084449852	41
2603	3	1209138	87825	8	3	0	0	-1	30971	53086470864	21
32323	166	1209139	64613	73	0	0	0	-1	43961	53085061913	21
39344	59	1209140	112211	74	0	0	0	-1	28876	53086444185	9
35643	122	1209141	54552	75	0	1	0	2165	20406	53083925641	9
37308	99	1209142	73183	22	0	0	0	8647	803	53085339114	9
3033	-1	1209143	238932	66	1	0	0	-1	33847	53086025083	10
1021	180	1209144	70707	76	0	0	0	101	15941	53085841282	10
33864	39	1209145	10562	52	0	1	0	5215	31257	53086429833	9
54344	122	374671	75564	17	0	0	0	142	37109	53085937838	4
6600	318	76321	8680	77	0	1	0	36242	34784	53085996007	21
2557	16	1209146	7350	78	0	1	0	-1	10680	53086432757	10
57396	-1	334471	3708	79	1	0	0	-1	43962	53086172428	3
36299	125	138429	58621	4	0	1	0	-1	12793	53086442416	7
57397	-1	1209147	365461	80	1	0	0	-1	43963	53083235030	7
15839	155	34074	16382	69	0	0	0	863	10631	53086265255	10
16421	-1	396354	9739	81	1	1	0	-1	33837	53086115120	2
23877	68	1209148	404962	82	0	0	0	-1	7440	53086463914	11
21868	105	164147	1627	54	0	0	0	-1	9284	53086387208	22
52996	54	32765	64820	11	0	1	0	1083	39501	53086441636	9
31751	49	808123	52369	29	0	1	0	222	5216	53086356597	10
9521	138	22819	36233	49	0	0	0	8593	32251	53086453053	7
30967	-1	328334	201737	33	1	0	0	-1	43964	53084810403	9
1502	253	1209149	326190	-1	0	0	0	-1	33215	53086257168	10
15428	47	431747	213115	9	0	1	0	-1	43965	53085155846	20
903	-1	70297	1634	83	1	0	0	-1	873	53084474769	11
36342	-1	1209150	29761	84	1	0	0	-1	751	53076340891	9
16311	57	7596	2191	41	0	0	0	578	15153	53086354469	9
43656	13	1209151	16060	33	0	1	0	-1	194	53086342969	10
34411	102	6177	4508	85	0	0	0	7	10287	53084998532	21
3283	19	1209152	4810	86	0	0	0	3921	2481	53084351967	9
34642	-1	1209153	17477	87	1	0	0	-1	3241	53085677458	10
8901	-1	1209154	190193	88	1	0	0	-1	43966	53082311168	10
57398	234	72330	55748	42	0	0	0	-1	43967	53085884345	7
2833	194	1209155	65069	7	0	1	0	-1	1264	53086356450	7
4319	120	213457	73457	73	0	0	0	-1	17768	53085762400	10
49967	59	335901	47237	5	0	1	0	-1	23665	53086364997	41
19065	15	4520	1711	89	0	0	0	726	12938	53086466125	21
2026	40	210879	41756	64	0	1	0	3945	8758	53086110139	7
20068	19	1565	6131	90	0	0	0	255	38002	53086385908	9
6767	-1	342364	3961	91	1	0	0	-1	43968	53086004633	10
57399	220	1209156	76810	84	0	0	0	-1	43969	53085902651	10
39803	76	1087322	1294	68	0	0	0	-1	1313	53086015088	5
7545	70	1209157	226515	92	0	1	0	33	2206	53084129401	10
33308	16	1209158	155935	-1	0	0	0	-1	3787	53086421547	12
43611	-1	1209159	456229	3	1	0	0	43	14888	53085225379	10
37325	260	1209160	86437	60	0	0	0	5394	12723	53086085413	9
14160	78	1209161	17233	93	0	1	0	-1	4880	53086366351	11
57400	-1	1209162	57242	5	1	0	0	-1	41107	53085655430	4
22402	264	1209163	57294	82	0	0	0	33468	28113	53085879492	4
1287	-1	1209164	214922	4	1	1	0	-1	27262	53085767138	5
57401	195	101650	9227	94	0	0	0	-1	43970	53084784422	10
1212	167	786663	427	95	0	0	0	172	7187	53085472651	9
6055	217	11396	43233	0	0	0	0	413	38530	53085458533	7
13580	266	17281	5921	4	0	0	0	-1	15642	53086442501	10
9217	46	131537	21621	7	0	1	0	-1	21716	53086405434	24
3265	-1	1209165	1153	96	1	0	0	-1	6069	53082210290	5
15694	14	172342	282	13	0	0	0	-1	24617	53086372927	10
37855	76	1209166	456230	64	0	0	0	491	17177	53084796207	9
16082	-1	1209167	8216	-1	1	0	0	-1	43971	53079735844	6
33780	21	43192	142828	0	0	0	0	4513	5630	53085993699	39
10917	-1	1209168	143408	28	1	1	0	-1	833	53086198926	10
11606	106	70962	6833	17	0	1	0	-1	43972	53086342197	9
6709	-1	1209169	203150	4	1	0	0	-1	4668	53086339448	2
53727	-1	1209170	456231	97	1	0	0	3377	43973	53083952666	3
54196	138	1209171	52543	72	0	0	0	-1	32954	53086349076	11
8974	13	1078552	27880	32	0	0	0	68	9228	53086430192	21
36480	248	54838	2855	98	0	1	0	2710	43974	53085491038	10
31877	222	1209172	60408	99	0	0	0	-1	43975	53086281553	4
46879	134	1209173	456232	22	3	0	0	4075	13656	53084046085	2
4720	-1	1045116	99385	87	1	0	0	-1	30513	53085299798	21
13306	150	1209174	456233	100	0	0	0	-1	7020	53085167029	7
28158	-1	1209175	127217	1	2	1	0	-1	19123	53086466767	2
57402	220	363910	14103	11	0	1	0	61	32320	53086261958	10
43866	73	1209176	456234	101	0	0	0	46	1215	53086431103	8
51796	21	34074	16382	69	0	1	0	863	28348	53086265255	10
53073	-1	1209177	143444	102	1	0	0	307	43976	53085480856	9
57403	292	1209178	8145	103	0	1	0	1717	43977	53085671625	10
6939	123	660357	343569	104	0	1	0	-1	3345	53085594143	40
6430	73	1209179	456235	78	0	0	0	-1	30700	53086424096	7
50941	60	163999	39568	31	0	0	0	1899	26232	53086012435	6
809	171	752253	21663	67	0	0	0	2814	4610	53086431679	10
13589	31	544024	51861	34	0	1	0	-1	3838	53085543451	19
32619	20	1209180	139406	105	0	1	0	-1	30866	53086389242	4
9575	106	1209181	456236	89	0	1	0	-1	34766	53085956868	8
51720	80	1209182	2453	-1	0	0	0	-1	28174	53084376234	3
19622	286	1209183	2246	106	0	0	0	16621	43978	53083857346	9
13205	-1	1209184	233266	107	1	1	0	1261	43979	53086370106	10
2552	76	1209185	146367	49	0	0	0	-1	14347	53086425451	9
31979	-1	939695	28160	96	1	0	0	3287	7758	53085492212	10
57404	-1	648668	19687	85	1	0	0	-1	31784	53085992236	10
57405	16	1209186	276671	107	0	1	0	-1	43980	53085674875	9
1117	316	1209187	228270	7	0	0	0	-1	4525	53084895228	9
37448	115	567569	44888	42	0	0	0	1699	43981	53085738314	9
9669	146	1209188	167894	82	0	1	0	4019	19132	53085875614	11
19435	40	377366	25924	85	0	0	0	-1	33801	53085422342	10
53299	6	4297	45326	74	0	0	0	-1	43982	53086417671	10
11043	-1	1209189	214651	108	1	0	0	-1	36611	53083396103	9
8144	12	1209190	71308	33	0	0	0	28240	12439	53086443979	9
6812	16	1209191	67265	32	0	0	0	8320	30364	53086451803	7
8623	82	1209192	10098	106	0	1	0	-1	11996	53086444998	8
9629	31	1209193	184752	109	0	1	0	-1	32093	53085591140	5
52799	175	1209194	109629	101	0	1	0	-1	33106	53085915481	6
38008	-1	1209195	456237	11	1	0	1	56	18558	53085805030	9
51750	154	234989	33229	9	0	1	0	-1	28234	53085437678	8
57406	226	71963	34917	110	0	1	0	30276	36314	53086303187	28
20955	243	265934	6467	33	0	1	0	13350	33575	53086329076	42
46869	203	1209196	75848	108	0	1	0	5865	13628	53086256219	4
37906	182	1209197	456238	111	0	0	0	63	6455	53086423321	11
53073	-1	1209198	215218	24	1	0	0	-1	43976	53085826604	10
44362	47	426	380	24	0	1	0	-1	3543	53086393938	9
31772	12	1209199	401070	4	0	0	0	-1	15842	53084279659	10
15416	156	1209200	214084	112	0	0	0	-1	18637	53086351076	10
13403	18	1209201	220117	113	0	0	0	-1	9568	53086422898	10
19455	302	1209202	60666	76	0	1	0	813	27541	53086330213	10
10923	45	852899	613	74	0	0	0	14069	14577	53085721201	10
33333	173	1209203	40932	114	0	1	0	-1	20625	53084384166	10
49183	150	970335	114198	-1	0	0	0	-1	21457	53085484281	9
6452	99	750749	20526	67	0	1	0	-1	18924	53085605049	10
57407	-1	978611	4895	-1	1	1	0	-1	43983	53080857372	10
36546	181	141432	2989	103	0	0	0	2228	33780	53085397913	30
4956	193	26094	1344	79	0	1	0	410	38669	53085314548	18
57408	-1	1209204	321149	71	1	0	0	-1	43984	53085917661	10
22580	-1	343880	9514	101	1	1	0	-1	37448	53085680731	2
41840	-1	1209205	1886	68	1	0	0	-1	15253	53085842482	10
2085	29	1209206	456239	37	0	1	0	-1	4983	53086440092	10
39056	59	1209207	456240	18	0	0	0	43	7471	53086422631	9
37584	68	75987	1028	14	0	0	0	-1	19348	53086345061	18
47304	41	16118	573	7	0	0	0	-1	15230	53085412854	11
43834	100	353335	122030	115	0	0	0	315	1098	53086461802	8
26244	-1	1209208	327068	86	1	0	0	-1	1623	53069870239	10
57409	-1	1209209	98276	73	1	0	0	-1	43985	53085400449	10
6703	120	1209210	33843	116	0	0	0	-1	800	53086380082	14
7084	40	1209211	264412	117	0	0	0	8363	43986	53084012578	7
43815	138	414536	20319	85	0	0	0	-1	1004	53085942353	7
5204	150	1209212	456241	118	0	0	0	-1	43987	53085573010	10
33070	18	1209213	133810	39	0	0	0	31146	4561	53086426278	12
27813	-1	1209214	140031	1	1	0	0	-1	19331	53082223235	17
45451	178	1209215	29424	49	0	0	0	-1	8183	53086455649	13
38422	35	208986	49131	119	0	0	0	-1	35482	53085755875	10
4515	-1	1209216	11746	-1	1	0	0	-1	43988	53081893166	13
43779	18	1209217	338395	120	0	0	0	11462	778	53086438978	17
6964	68	251234	5424	6	0	1	0	-1	4328	53086350493	11
21836	8	609386	57719	4	0	0	0	-1	43989	53084544507	2
4354	286	1209218	8360	121	0	1	0	-1	17527	53085330935	17
21515	226	1209219	14179	2	0	1	0	284	43990	53085490359	12
57410	-1	43146	50765	78	1	1	0	-1	43991	53085943836	10
44483	91	18505	2933	113	0	0	0	-1	4072	53085678558	12
538	16	1209220	424029	34	0	0	0	-1	32354	53086025633	16
6939	123	1209221	189735	122	0	0	0	238	3345	53086354044	16
34817	100	153074	470	123	0	1	0	-1	32606	53086379471	2
27589	357	1209222	295007	39	0	0	0	-1	28070	53086377620	21
4657	-1	1209223	174907	7	1	1	0	-1	30865	53086012840	14
57411	60	1209224	33647	124	0	0	0	337	36349	53084258240	14
50151	292	1209225	49212	125	0	0	0	-1	24206	53086372366	14
35758	273	346136	20957	78	0	1	0	-1	8819	53086438829	10
32247	134	106480	42478	126	0	0	0	199	39560	53085826567	10
57412	28	300062	63041	127	0	1	0	3463	43992	53085835603	9
52885	150	1209226	46123	128	0	0	0	20518	32978	53084108828	9
41321	8	1209227	258821	55	0	1	0	-1	19815	53085224206	20
48978	-1	1209228	456242	33	1	1	0	-1	20835	53084226691	18
30198	-1	1209229	4889	96	1	0	0	6065	13199	53085979582	7
27394	235	7813	58469	129	0	0	0	-1	6267	53086378999	10
55222	316	1209230	3328	7	0	0	0	3153	43993	53086325877	14
206	-1	1209231	1243	130	1	0	0	-1	13511	53086259925	14
14484	-1	136238	23715	96	1	0	0	-1	37906	53086383583	7
9616	91	1209232	228275	101	0	0	0	-1	10282	53086395967	14
2998	77	315336	81814	86	0	0	0	-1	43994	53086445157	2
12601	46	62767	10083	131	0	1	0	3758	18224	53086362326	9
57413	228	558375	24277	39	0	0	0	757	31127	53085659471	5
37996	53	206837	19950	69	0	0	0	6123	43995	53086349753	10
15627	35	1209233	456243	42	0	0	0	57	43996	53086385814	13
3244	81	1209234	128982	132	0	1	0	110	3976	53086446342	15
10388	118	72266	51077	0	0	0	0	-1	12174	53086453978	9
39845	155	84627	202	133	0	0	0	-1	24881	53086461911	11
37126	76	659576	13254	73	0	1	0	-1	35827	53085870653	7
36078	140	1209235	213746	101	0	1	0	-1	41855	53086362375	10
30928	30	1209236	15497	134	0	1	0	2219	34737	53084398120	21
4112	-1	1209237	41018	125	1	0	0	-1	500	53086200656	9
3407	99	1209238	38830	14	0	0	0	-1	22465	53083946541	17
52039	292	86024	2793	60	0	1	0	-1	28869	53086431733	10
48061	24	36211	54195	135	0	1	0	1059	17845	53085060377	9
47620	216	137096	4362	97	0	0	0	639	16348	53086260234	10
17690	29	1209239	12519	20	0	0	0	11024	36558	53086417339	10
57414	19	1209240	194880	26	0	1	0	275	31509	53085935784	9
41458	239	1209241	72160	136	0	0	0	863	40102	53086373381	16
32275	45	386589	16739	28	0	1	0	-1	1549	53086434679	21
6767	-1	1209242	94486	137	1	1	0	-1	43968	53083267801	10
3269	114	891464	251567	33	0	0	0	10602	35716	53086278091	10
6645	-1	1209243	1477	-1	1	0	0	-1	2801	53080570389	9
2876	-1	1209244	6927	33	1	0	0	-1	31860	53086359689	17
57415	110	1209245	1237	10	0	1	0	-1	30723	53086425618	15
9382	144	897593	5682	138	0	0	0	3380	33153	53086393825	10
57416	35	1209246	44820	139	0	0	0	930	43997	53086419568	20
9332	150	1209247	177283	9	0	1	0	-1	536	53086002634	10
57417	99	113616	37554	140	0	1	0	-1	43998	53084983779	6
1022	31	38600	33717	29	0	0	0	-1	394	53085400590	10
1205	57	52290	203268	65	0	0	0	-1	35917	53085737401	41
32830	93	211440	3938	45	0	0	0	7	9479	53086428185	20
18333	18	318002	59803	48	0	0	0	33	10277	53086101222	7
45657	38	1209248	456244	103	0	0	0	2247	8942	53086409762	24
36342	217	1209249	100029	13	0	0	0	-1	751	53086442996	22
6988	91	913490	16759	38	0	0	0	-1	43999	53085181080	10
19389	159	844135	149385	35	0	1	0	-1	10029	53086370262	10
12874	-1	1209250	34289	42	1	1	0	-1	44000	53085985407	10
987	97	135416	2961	17	0	0	0	3342	15467	53086445911	9
15808	243	779177	56502	85	0	1	0	-1	34366	53086452747	7
19635	10	779177	56502	104	0	1	0	-1	13950	53086452747	7
24015	-1	1209251	35286	42	1	1	0	-1	3816	53084018605	9
887	-1	1209252	120830	13	2	0	1	4406	8677	53086456029	18
9385	57	1161002	881	133	0	1	0	-1	12505	53086275822	10
47573	240	1209253	456245	136	0	0	0	-1	16176	53086454534	7
1408	13	1209254	6282	4	0	0	0	-1	2768	53086457491	10
8512	91	1209255	34787	35	0	0	0	-1	34630	53086417505	10
863	106	275307	17656	90	0	1	0	176	31625	53085265695	9
23749	81	41081	3376	141	0	1	0	2732	44001	53086431357	9
19041	-1	1209256	19479	107	1	0	0	562	44002	53085417929	7
2538	-1	1209257	2020	35	1	0	0	-1	44003	53086217075	16
32851	107	1209258	456246	17	0	1	0	110	9542	53086381912	16
57418	6	1209259	242319	142	0	0	0	-1	44004	53083850779	16
14245	205	646683	215742	75	0	0	0	-1	5765	53086332292	21
22520	251	1209260	98473	15	0	0	0	68	3091	53086455237	25
7807	-1	1209261	9922	65	1	0	0	-1	44005	53085382733	16
57419	0	1297	4895	143	0	1	0	-1	44006	53086385592	9
2114	-1	1209262	17443	67	1	0	0	-1	38563	53085667385	24
30212	-1	1209263	9488	29	1	0	0	-1	27908	53086455897	25
37496	242	84149	14216	52	0	0	0	-1	19717	53086386442	4
29096	16	157739	8121	123	0	1	0	-1	31064	53085857182	10
45016	183	168022	30411	144	0	1	0	-1	6317	53084254394	10
35698	35	1209264	29219	33	0	0	0	-1	44007	53086455632	21
36342	-1	1209265	22826	9	1	0	0	4820	751	53068781633	9
33580	349	1209266	196786	4	0	1	0	-1	12181	53085678882	42
57420	194	1209267	456247	145	3	1	0	835	44008	53086381438	24
4618	11	1209268	93954	111	0	0	0	10827	7820	53086346486	12
11012	56	1209269	456248	146	0	1	0	-1	12902	53086442751	10
1237	94	259356	2715	147	0	1	0	-1	12991	53085917520	7
57421	31	1209270	37222	148	0	0	0	16142	44009	53083877358	30
20271	91	618587	27846	35	0	1	0	8284	12963	53085936678	21
11114	169	172316	51004	132	0	1	0	7835	30428	53084786773	20
11408	261	18019	10874	69	0	1	0	-1	1201	53085256360	9
57422	-1	82101	236	4	1	1	0	-1	36896	53086366768	15
31765	143	127213	65254	86	0	0	0	10601	33761	53085260647	9
31255	364	96335	9393	6	0	0	0	-1	13558	53084474466	7
38125	57	1209271	288116	35	0	1	0	1031	11151	53086460766	21
35253	42	431003	100989	64	0	1	0	1058	10461	53086361090	10
3236	-1	339571	57481	149	1	0	0	-1	12476	53085759810	9
6295	21	29577	3938	45	0	0	0	2346	44010	53086428999	42
57423	171	1209272	456249	150	0	1	0	7288	44011	53084363226	18
13879	157	1209273	196400	45	0	0	0	1102	22599	53085552004	25
30561	6	1209274	280921	7	0	1	0	-1	12604	53086431566	28
6315	91	1209275	456250	113	0	1	0	-1	1514	53086419751	10
18779	167	129880	203275	103	0	0	0	1210	32629	53086395661	15
3627	-1	4360	546	135	1	1	0	-1	33559	53086116899	10
16798	29	124248	9100	56	0	0	0	3227	4108	53084279613	19
43393	73	528923	339	108	0	0	0	33	44012	53085998044	10
29981	41	29060	32642	4	0	1	0	1856	10734	53084775626	12
866	92	177162	19146	42	0	0	0	-1	157	53086421013	9
14210	66	426	380	24	0	1	0	-1	42558	53086393938	9
5816	-1	100721	1022	151	2	0	0	-1	6204	53086458811	21
24446	271	426	380	24	0	1	0	-1	11231	53086393938	9
20583	76	1209276	101410	85	0	1	0	-1	13847	53084172588	23
39463	180	1209277	239739	75	0	0	0	-1	24355	53086423405	26
582	189	53474	19183	4	0	1	0	-1	14369	53086420315	10
6281	-1	286879	77242	44	1	0	0	19217	32962	53085993024	8
57424	-1	453779	13263	118	1	0	0	-1	44013	53086368646	10
6348	-1	1209278	98771	-1	1	0	0	-1	9021	53078141801	42
43925	-1	1209279	267164	34	1	0	0	-1	1490	53086272483	22
5555	291	1044186	90166	152	0	0	0	11228	5806	53086459792	6
31743	-1	1209280	16667	46	1	0	0	12	44014	53084949103	26
20569	129	8637	8679	15	0	0	0	2121	34649	53086436720	10
44015	-1	1209281	25019	153	1	0	0	1770	1921	53086018645	6
11367	29	32779	1015	35	0	0	0	724	15067	53086415134	5
44015	177	1072822	103373	64	0	0	0	-1	1921	53085516281	21
57425	166	1209282	127296	4	0	1	0	-1	44015	53086084217	10
2644	-1	1209283	456251	154	1	0	0	-1	24297	53084004110	10
30931	129	1209284	70116	35	0	1	0	1719	725	53086035775	9
4878	242	1025856	1849	85	0	0	0	1035	3038	53085488449	20
9598	-1	1209285	176223	23	1	0	0	312	3987	53081125856	10
43762	-1	1209286	5652	32	1	0	0	834	683	53086085405	10
7678	-1	1209287	189135	7	2	0	0	110	306	53086110331	10
57426	25	966400	32876	-1	0	0	0	-1	44016	53086091231	9
2092	45	1209288	101979	4	0	0	0	-1	5922	53086457464	10
6699	-1	1209289	94305	137	1	0	0	298	5717	53082791262	9
3743	159	800130	20196	42	0	0	0	-1	14584	53085499923	9
2019	106	1209290	900	0	0	0	0	-1	37121	53084802862	11
17976	-1	660537	13961	24	1	0	0	-1	5767	53085601749	8
2250	-1	1209291	267336	38	1	0	0	-1	6156	53058291105	7
9047	52	26148	1430	29	0	1	0	1525	44017	53086171911	18
33318	91	718666	140810	27	0	1	0	46	841	53085774929	42
33729	7	573750	167549	85	0	1	0	-1	6638	53085155259	9
4842	-1	653496	7245	4	1	1	0	-1	43158	53086104079	4
20787	189	194134	9933	155	0	1	0	-1	42285	53086415753	7
48784	83	1209292	51784	134	0	0	0	-1	20231	53085848555	9
5517	20	72514	3549	52	0	1	0	-1	828	53086414858	10
13171	118	302290	15626	156	0	0	0	-1	35824	53086038424	20
49502	154	366642	98813	39	0	0	0	-1	22414	53085264824	12
49203	170	57596	128171	42	0	0	0	-1	21510	53086011500	9
11022	144	1209293	120824	68	0	1	0	10503	7891	53086424065	9
47662	150	1209294	266206	74	3	0	0	-1	16501	53085199281	10
13446	-1	632780	34340	0	2	0	0	-1	31183	53086343196	20
10153	89	1209295	92764	85	0	0	0	-1	31140	53085432810	8
21890	26	38815	2097	44	0	1	0	-1	9591	53086418088	9
23615	166	1209296	202802	17	0	0	0	39138	42245	53084558517	20
34398	116	277319	123194	1	0	0	0	3605	4950	53086083610	14
39727	-1	533992	28924	113	1	1	0	8506	7506	53085835593	6
35164	150	284645	34379	52	0	0	0	5866	24579	53086330078	9
53164	185	1209297	22618	68	0	0	0	-1	35159	53086017683	20
53211	-1	1209298	6210	4	1	0	0	13655	31974	53086329526	20
18179	304	118269	2589	7	0	1	0	-1	10068	53086247022	2
8439	98	9635	297	157	0	0	0	-1	12773	53086336481	18
3218	133	3985	47023	158	0	1	1	-1	24017	53086416149	7
57427	123	1209299	456252	159	0	0	0	-1	44018	53086468209	21
985	10	1209300	92339	6	0	0	0	82	147	53085562522	21
16888	45	1209301	456253	160	0	0	0	312	17884	53086425402	21
11410	185	1209302	456254	161	3	0	0	-1	6100	53084215934	10
17404	6	1209303	4562	9	0	1	0	-1	19947	53086205945	10
15144	125	629875	15298	-1	0	1	0	-1	11832	53085909148	9
31195	77	461724	39401	120	0	0	0	272	1693	53085652257	6
